car_id,model,year,engine_size,horsepower,fuel_type,transmission,drivetrain,mileage_km,fuel_consumption_l_per_100km,co2_emissions_g_km,price_usd,doors,seats,body_type,color,owner_count,accident_history,service_history,country_sold,ID
5015,3 Series,2021,1.7,211,diesel,automatic,RWD,22508,5.9,142.0,43100,4,5,sedan,silver,0.0,no,full,Germany,2560
3290,X7,2005,3.7,258,diesel,automatic,AWD,300000,8.4,192.0,38719,5,5,suv,black,3.0,no,none,Italy,4896
5266,X3,2008,3.2,297,diesel,automatic,RWD,255321,8.3,190.0,26467,5,5,suv,silver,3.0,yes,full,Spain,2635
7994,3 Series,2015,2.8,281,diesel,manual,AWD,124057,7.6,163.0,34301,4,5,sedan,white,1.0,no,full,Spain,3530
8147,X7,2006,3.4,265,diesel,automatic,AWD,286420,8.5,199.0,57300,5,5,suv,black,4.0,no,partial,Germany,375
759,X1,2010,1.6,209,petrol,automatic,AWD,249244,7.6,163.0,19978,5,5,suv,black,3.0,no,full,Turkey,1908
3347,X5,2005,3.8,346,hybrid,automatic,AWD,178650,6.7,144.0,35111,5,5,suv,white,4.0,yes,full,Spain,4332
4481,1 Series,2006,2.2,222,hybrid,automatic,RWD,300000,5.3,129.0,6780,5,4,hatchback,black,4.0,no,partial,UK,4379
5805,X1,2017,2.5,225,petrol,automatic,AWD,107559,8.5,191.0,39146,5,5,suv,red,3.0,no,full,USA,4027
2933,3 Series,2005,2.4,218,petrol,automatic,AWD,164573,9.3,200.0,15795,4,5,sedan,white,3.0,no,partial,Turkey,1604
9893,5 Series,2017,3.2,282,hybrid,automatic,RWD,128481,5.8,119.0,45059,4,5,sedan,white,2.0,no,full,Turkey,1118
9129,Z4,2017,2.7,302,petrol,automatic,RWD,149461,7.6,163.0,52685,2,2,convertible,,4.0,no,full,USA,3677
3946,5 Series,2018,3.5,314,petrol,automatic,AWD,78354,10.1,221.0,52441,4,5,sedan,silver,2.0,no,full,Turkey,3490
916,3 Series,2009,2.3,299,petrol,automatic,AWD,211701,7.6,171.0,21028,4,5,sedan,black,4.0,yes,full,UK,4864
8860,5 Series,2020,2.6,248,hybrid,automatic,RWD,57845,5.6,124.0,58160,4,5,sedan,black,1.0,no,full,Netherlands,2958
8720,Z4,2018,2.1,200,petrol,automatic,RWD,106702,8.2,181.0,50095,2,2,convertible,red,1.0,no,full,Turkey,1994
7264,X1,2021,1.6,154,hybrid,automatic,FWD,31975,4.1,106.0,37918,5,5,suv,black,1.0,no,partial,France,4955
2100,X1,2011,2.4,255,diesel,automatic,FWD,178271,7.5,143.0,21781,5,5,suv,,3.0,yes,partial,UK,4355
5174,1 Series,2015,1.9,259,petrol,automatic,FWD,161421,7.7,169.0,17404,5,4,hatchback,white,3.0,no,partial,France,2376
6829,3 Series,2018,2.2,155,petrol,automatic,AWD,91083,6.9,152.0,33179,4,5,sedan,silver,1.0,no,full,France,1342
7437,3 Series,2021,3.4,385,petrol,manual,AWD,43108,10.3,225.0,44232,4,5,sedan,grey,0.0,yes,full,UK,320
5747,1 Series,2024,2.5,227,hybrid,automatic,FWD,0,5.1,102.0,34422,5,5,hatchback,grey,0.0,no,full,Germany,1619
566,5 Series,2016,2.3,178,hybrid,automatic,RWD,119892,4.4,122.0,43909,4,5,sedan,black,2.0,no,full,Turkey,3713
811,1 Series,2019,2.4,241,diesel,automatic,FWD,60524,7.3,172.0,24180,5,5,hatchback,white,1.0,no,full,France,2060
7225,X5,2024,3.8,317,petrol,,AWD,982,9.8,222.0,83257,5,5,suv,black,0.0,,full,USA,2219
8941,i4,2018,0.0,466,electric,automatic,AWD,52311,0.0,0.0,73365,4,5,coupe,white,2.0,no,full,USA,1673
4752,X5,2019,3.7,374,petrol,automatic,AWD,78339,10.2,231.0,77582,5,5,suv,white,2.0,no,full,Italy,260
9193,1 Series,2024,2.6,206,diesel,,RWD,0,6.9,153.0,34060,3,5,hatchback,silver,0.0,no,partial,Netherlands,4417
8318,Z4,2022,2.3,238,petrol,automatic,RWD,28238,8.1,181.0,69971,2,2,convertible,white,1.0,no,full,France,2039
1714,X1,2009,1.7,159,hybrid,automatic,FWD,300000,4.4,107.0,10160,5,5,suv,black,3.0,no,none,France,901
5217,5 Series,2016,3.0,290,petrol,automatic,AWD,89889,9.4,205.0,52765,4,5,sedan,black,2.0,no,full,Germany,3744
211,X7,2024,3.9,327,diesel,,AWD,0,9.7,216.0,135854,5,5,suv,grey,0.0,no,full,France,2026
9542,i4,2013,0.0,529,electric,automatic,AWD,133516,0.0,0.0,70127,4,5,coupe,black,2.0,no,,France,1917
7672,i3,2010,0.0,164,electric,automatic,RWD,123620,0.0,0.0,31496,5,4,hatchback,black,3.0,no,partial,Italy,1828
4827,3 Series,2016,1.6,167,diesel,automatic,AWD,98193,5.6,,23742,4,5,sedan,white,4.0,yes,partial,UK,1573
2238,X1,2006,2.1,246,hybrid,automatic,AWD,243389,4.8,111.0,12362,5,5,suv,silver,5.0,no,full,Netherlands,4394
1707,3 Series,2013,3.3,307,hybrid,manual,AWD,139641,6.5,150.0,24189,4,5,sedan,black,3.0,yes,full,Turkey,4208
9336,5 Series,2021,3.6,233,petrol,automatic,RWD,45524,10.5,247.0,52792,4,5,sedan,red,1.0,no,partial,Netherlands,224
578,5 Series,2023,2.5,255,hybrid,automatic,AWD,0,5.3,116.0,61466,4,5,sedan,red,0.0,no,full,Spain,723
1372,X5,2011,4.1,336,hybrid,automatic,AWD,247501,7.1,153.0,50165,5,5,suv,black,5.0,no,full,Italy,4485
5013,Z4,2022,3.0,278,petrol,automatic,RWD,19782,9.3,198.0,68930,2,2,convertible,red,1.0,no,full,Italy,1141
5082,5 Series,2015,3.0,306,petrol,automatic,AWD,222441,9.5,218.0,40987,4,5,sedan,white,3.0,,partial,UK,2762
2819,X1,2024,2.0,220,petrol,automatic,FWD,0,7.8,179.0,51014,5,5,suv,grey,0.0,no,full,France,846
2437,X3,2022,2.1,183,petrol,automatic,RWD,0,7.5,173.0,61904,5,5,suv,black,0.0,no,full,Italy,2551
741,X7,2014,3.7,316,diesel,automatic,AWD,150647,8.6,182.0,81606,5,5,suv,blue,2.0,yes,full,Spain,2928
766,X3,2022,2.1,237,petrol,automatic,AWD,56725,8.6,185.0,48219,5,5,suv,black,2.0,yes,partial,Turkey,117
7221,3 Series,2020,3.5,363,hybrid,automatic,RWD,104470,6.7,154.0,37900,4,5,sedan,red,1.0,yes,full,Netherlands,645
4743,i3,2024,0.0,155,electric,automatic,RWD,0,0.0,0.0,62325,5,4,hatchback,white,0.0,no,full,UK,3
2671,3 Series,2023,2.1,209,diesel,automatic,AWD,19802,6.3,141.0,42536,4,5,sedan,white,0.0,no,full,Spain,4170
1776,5 Series,2015,3.1,241,petrol,automatic,AWD,131731,9.7,221.0,37925,4,5,sedan,white,2.0,no,none,France,467
6341,i3,2009,0.0,185,electric,automatic,RWD,166474,0.0,0.0,24931,5,4,hatchback,black,4.0,no,full,Turkey,5
7018,X1,2021,1.8,214,petrol,automatic,AWD,15766,7.7,173.0,39736,5,5,suv,silver,1.0,yes,partial,Spain,919
5426,5 Series,2022,3.4,325,petrol,automatic,RWD,50820,9.2,201.0,67604,4,5,sedan,black,0.0,no,full,Germany,2595
9367,3 Series,2021,2.1,158,petrol,manual,RWD,35920,7.7,166.0,38874,4,5,sedan,red,1.0,no,,USA,1063
1948,i7,2015,0.0,368,electric,automatic,RWD,61282,0.0,0.0,122235,4,4,sedan,red,1.0,no,full,USA,2590
81,X5,2017,3.6,306,hybrid,automatic,AWD,50939,6.7,138.0,67339,5,5,suv,blue,2.0,no,partial,Germany,242
96,X7,2021,3.2,232,diesel,automatic,AWD,44291,8.6,,121574,5,5,suv,blue,2.0,no,full,UK,1160
4511,5 Series,2020,2.9,265,petrol,automatic,AWD,10715,9.9,213.0,58565,4,5,sedan,silver,1.0,no,full,Spain,2870
3932,1 Series,2019,2.8,267,diesel,manual,RWD,116662,8.1,192.0,21295,3,4,hatchback,blue,3.0,yes,full,Netherlands,3735
82,X1,2024,2.5,276,petrol,automatic,AWD,0,8.3,189.0,62183,5,5,suv,grey,0.0,no,full,Germany,2397
472,X5,2024,3.0,225,petrol,automatic,AWD,0,8.8,193.0,94608,5,5,suv,white,0.0,no,full,France,3517
4708,1 Series,2024,2.4,257,hybrid,automatic,FWD,0,4.9,114.0,33773,3,5,hatchback,red,0.0,no,full,Netherlands,3421
9254,X5,2020,3.9,385,hybrid,automatic,AWD,34479,6.0,142.0,83237,5,5,suv,blue,1.0,no,full,Netherlands,2563
4624,X5,2015,4.0,321,diesel,automatic,AWD,123837,9.6,193.0,60479,5,5,suv,black,1.0,yes,full,France,1605
6843,1 Series,2007,2.3,197,petrol,automatic,FWD,264349,7.3,164.0,7935,3,5,hatchback,silver,2.0,no,none,Italy,4828
8953,X3,2020,2.6,237,diesel,automatic,RWD,64704,7.0,152.0,52560,5,5,suv,silver,1.0,no,partial,UK,2324
5036,3 Series,2021,2.7,226,diesel,automatic,RWD,63622,7.7,174.0,41352,4,5,sedan,black,1.0,no,full,USA,2709
865,1 Series,2020,2.8,223,hybrid,automatic,FWD,74815,5.2,123.0,22629,5,5,hatchback,blue,1.0,no,partial,USA,4398
6210,1 Series,2010,2.7,274,diesel,,RWD,184809,7.8,197.0,13012,5,5,hatchback,black,2.0,yes,full,Germany,1312
3919,X1,2024,1.6,127,petrol,automatic,AWD,13591,6.4,133.0,48300,5,5,suv,blue,0.0,no,full,Germany,3448
799,X5,2024,3.6,394,hybrid,automatic,AWD,7648,6.2,153.0,108403,5,5,suv,black,0.0,no,full,USA,3812
6423,X1,2015,1.9,203,hybrid,automatic,AWD,208212,4.8,,32323,5,5,suv,red,1.0,no,partial,UK,4655
7609,i3,2018,0.0,162,electric,automatic,RWD,103925,0.0,0.0,35893,5,4,hatchback,white,1.0,yes,full,France,2362
5290,5 Series,2012,4.2,332,petrol,automatic,RWD,123360,10.6,248.0,46740,4,5,sedan,white,3.0,no,full,Spain,1975
9141,X5,2017,3.5,325,petrol,automatic,AWD,60656,10.7,237.0,79303,5,5,suv,silver,1.0,no,full,Spain,3514
8723,X3,2019,2.6,245,hybrid,automatic,RWD,52199,4.7,95.0,55182,5,5,suv,blue,2.0,no,partial,Netherlands,1761
8924,1 Series,2022,1.8,143,diesel,automatic,FWD,17935,6.1,139.0,29065,5,5,hatchback,grey,1.0,no,full,France,2739
9595,7 Series,2023,3.1,254,diesel,automatic,AWD,14773,7.8,177.0,95471,4,4,sedan,white,1.0,no,partial,Italy,4844
4768,3 Series,2024,2.0,213,hybrid,automatic,RWD,0,4.6,98.0,47132,4,5,sedan,black,0.0,no,full,Spain,2472
4937,5 Series,2005,2.6,216,petrol,automatic,AWD,259785,9.5,206.0,16037,4,5,sedan,silver,4.0,yes,partial,Netherlands,4007
3207,5 Series,2022,3.8,293,petrol,automatic,AWD,44858,10.3,213.0,60188,4,5,sedan,black,1.0,no,full,Spain,1493
422,X5,2009,3.0,259,petrol,automatic,AWD,300000,10.0,211.0,39959,5,5,suv,red,4.0,no,full,Spain,4206
7108,1 Series,2016,2.4,191,petrol,automatic,RWD,165757,8.6,173.0,16860,5,4,hatchback,silver,2.0,yes,full,Netherlands,2158
2378,5 Series,2007,,203,hybrid,automatic,RWD,251187,5.5,120.0,20405,4,5,sedan,black,4.0,no,partial,Turkey,1169
6378,X1,2007,1.6,127,hybrid,automatic,FWD,275263,4.4,94.0,10946,5,5,suv,white,3.0,yes,full,France,4516
5742,X5,2015,4.1,400,hybrid,automatic,AWD,122247,6.3,141.0,69951,5,5,suv,white,2.0,no,partial,UK,232
2754,1 Series,2024,2.3,260,diesel,automatic,RWD,4404,6.3,149.0,33000,3,4,hatchback,silver,0.0,no,partial,Germany,66
463,X1,2006,1.8,207,diesel,automatic,AWD,268452,6.9,139.0,12057,5,5,suv,silver,3.0,yes,partial,Turkey,1603
4739,3 Series,2013,1.9,185,diesel,manual,AWD,185945,5.6,122.0,21452,4,5,sedan,white,4.0,no,,Spain,3283
6498,7 Series,2008,0.0,616,electric,automatic,AWD,220294,0.0,0.0,67220,4,5,sedan,white,4.0,yes,full,Spain,3596
4696,i4,2005,0.0,229,electric,automatic,AWD,117682,0.0,0.0,32860,4,5,coupe,black,4.0,no,partial,Germany,125
8025,5 Series,2008,3.9,366,petrol,automatic,AWD,155175,10.3,218.0,34511,4,5,sedan,red,4.0,no,none,Germany,1296
1818,i7,2020,0.0,469,electric,automatic,AWD,73208,0.0,0.0,198562,4,5,sedan,black,0.0,no,full,USA,1976
1171,1 Series,2023,2.2,175,diesel,automatic,FWD,25620,6.1,113.0,30010,3,4,hatchback,,0.0,no,full,UK,4517
2579,X7,2012,4.4,397,hybrid,automatic,AWD,127594,6.6,144.0,91735,5,5,suv,white,3.0,no,full,Italy,4481
8879,i4,2013,0.0,298,electric,automatic,AWD,198513,0.0,0.0,52427,4,5,coupe,black,3.0,no,full,Germany,2075
6974,X3,2013,2.1,187,petrol,automatic,RWD,114891,8.7,196.0,29347,5,5,suv,grey,4.0,yes,partial,France,3086
1050,5 Series,2016,3.6,299,hybrid,automatic,RWD,56319,6.5,140.0,46124,4,5,sedan,white,3.0,yes,partial,UK,4345
5248,X1,2024,2.0,263,petrol,automatic,AWD,6508,8.5,174.0,54268,5,5,suv,black,0.0,no,full,Spain,3345
1398,7 Series,2012,4.2,427,petrol,automatic,RWD,170731,,239.0,71219,4,5,sedan,blue,4.0,no,partial,Germany,4464
6623,i3,2019,0.0,179,electric,automatic,RWD,106649,0.0,0.0,47990,5,4,hatchback,white,4.0,no,full,Italy,2797
1340,X3,2012,2.9,249,petrol,automatic,RWD,196855,9.5,219.0,36208,5,5,suv,silver,3.0,no,partial,Germany,918
8037,Z4,2023,2.5,269,petrol,automatic,RWD,4993,8.4,177.0,71691,2,2,convertible,black,0.0,no,full,Spain,1646
5415,i7,2018,0.0,444,electric,automatic,RWD,26992,0.0,0.0,115888,4,5,sedan,white,2.0,no,partial,Turkey,364
7713,7 Series,2017,3.8,266,petrol,automatic,RWD,102031,9.3,190.0,92099,4,5,sedan,black,3.0,no,full,France,3287
4890,X3,2008,2.9,268,hybrid,automatic,AWD,268679,5.8,122.0,19929,5,5,suv,silver,5.0,yes,none,Spain,2125
9532,i4,2005,0.0,399,electric,automatic,AWD,300000,0.0,0.0,43499,4,5,coupe,black,2.0,no,full,Germany,4123
4085,i7,2019,0.0,455,electric,automatic,RWD,53315,0.0,0.0,156698,4,5,sedan,grey,1.0,no,partial,Spain,525
7939,X5,2016,4.3,328,hybrid,automatic,AWD,167525,6.8,134.0,63264,5,5,suv,white,2.0,no,full,Spain,55
5834,i3,2008,0.0,204,electric,automatic,RWD,249734,0.0,0.0,17517,5,4,hatchback,red,5.0,yes,full,France,638
6691,Z4,2023,2.8,267,petrol,automatic,RWD,10430,9.0,214.0,64714,2,2,convertible,white,0.0,yes,full,France,302
5396,1 Series,2020,2.3,236,petrol,automatic,RWD,38833,7.6,178.0,29370,3,4,hatchback,blue,0.0,no,full,Turkey,2766
3774,7 Series,2021,4.4,346,diesel,automatic,AWD,33477,9.2,199.0,104215,4,5,sedan,white,0.0,no,partial,France,1276
6700,3 Series,2014,2.4,217,petrol,manual,AWD,153090,8.7,206.0,23481,4,5,sedan,grey,3.0,no,,Turkey,2055
4619,X3,2013,2.4,220,petrol,automatic,RWD,161469,8.2,166.0,40812,5,5,suv,silver,3.0,no,full,Spain,3644
9025,1 Series,2022,2.5,257,diesel,automatic,FWD,26777,7.6,167.0,33943,3,5,hatchback,black,0.0,no,full,France,4143
1386,5 Series,2007,2.2,159,diesel,automatic,RWD,255317,6.7,148.0,18340,4,5,sedan,silver,4.0,no,none,Italy,2878
4914,3 Series,2018,3.4,319,petrol,automatic,AWD,93071,10.2,210.0,39576,4,5,sedan,silver,1.0,no,partial,Turkey,4202
8842,5 Series,2013,4.0,313,petrol,automatic,AWD,206301,10.1,223.0,36845,4,5,sedan,silver,3.0,no,full,Spain,2286
3678,X1,2016,1.5,171,diesel,automatic,FWD,165795,5.7,128.0,25823,5,5,suv,silver,1.0,no,none,Turkey,2261
8747,1 Series,2009,1.6,209,petrol,automatic,FWD,300000,7.0,148.0,6806,3,4,hatchback,white,3.0,yes,partial,France,2296
737,5 Series,2011,4.1,317,petrol,automatic,AWD,273658,10.5,,26754,4,5,sedan,white,2.0,yes,full,Italy,1753
7019,5 Series,2024,4.0,321,petrol,automatic,AWD,3058,10.5,231.0,66053,4,5,sedan,black,1.0,no,partial,Netherlands,1968
6876,X1,2018,,219,hybrid,automatic,FWD,115911,4.7,102.0,41169,5,5,suv,black,1.0,no,full,Netherlands,4351
1158,7 Series,2020,0.0,412,electric,automatic,RWD,62868,0.0,0.0,90279,4,5,sedan,silver,1.0,yes,partial,France,3117
822,X3,2024,3.5,315,diesel,automatic,AWD,0,9.0,195.0,78789,5,5,suv,black,0.0,no,full,Italy,2393
4831,X1,2021,1.6,181,hybrid,automatic,FWD,59451,4.4,109.0,42561,5,5,suv,blue,1.0,no,full,USA,523
9041,3 Series,2021,3.0,251,petrol,automatic,RWD,40959,7.9,164.0,41137,4,5,sedan,black,1.0,no,full,Spain,3900
9111,X5,2021,4.2,294,diesel,automatic,AWD,31468,9.1,197.0,87234,5,5,suv,blue,1.0,no,full,France,3122
8505,1 Series,2006,2.2,238,diesel,manual,FWD,237410,6.9,142.0,11198,3,4,hatchback,white,3.0,no,full,Netherlands,4156
3622,X1,2020,2.0,164,hybrid,automatic,AWD,33831,4.3,95.0,46406,5,5,suv,silver,0.0,no,full,Germany,1969
8342,1 Series,2010,2.0,203,hybrid,manual,RWD,117813,4.7,114.0,17171,5,5,hatchback,black,4.0,no,full,Germany,671
9464,1 Series,2006,3.0,338,diesel,manual,FWD,113056,,171.0,15982,3,4,hatchback,,2.0,yes,full,Italy,4188
7151,X5,2017,3.3,248,diesel,automatic,AWD,121755,8.0,188.0,72144,5,5,suv,white,1.0,no,full,Germany,666
4063,3 Series,2008,1.9,219,diesel,manual,AWD,300000,5.5,126.0,9020,4,5,sedan,white,3.0,no,full,UK,4338
3640,Z4,2020,2.2,202,petrol,automatic,RWD,85275,8.1,185.0,55028,2,2,convertible,red,1.0,no,full,Turkey,1887
7133,3 Series,2019,1.8,150,hybrid,automatic,RWD,69868,4.4,90.0,27960,4,5,sedan,red,1.0,no,,Spain,3266
7147,X7,2016,3.5,330,petrol,automatic,AWD,137634,10.2,220.0,89918,5,5,suv,silver,1.0,no,partial,Netherlands,280
2486,X1,2014,1.8,234,diesel,automatic,FWD,192635,5.9,122.0,32634,5,5,suv,black,2.0,no,full,Italy,1719
3998,i4,2022,0.0,485,electric,automatic,AWD,26715,0.0,0.0,103682,4,5,coupe,grey,1.0,no,full,Netherlands,2947
1112,X5,2007,3.8,363,hybrid,automatic,AWD,300000,6.5,142.0,35737,5,5,suv,blue,2.0,yes,partial,Italy,899
4236,X1,2012,1.5,133,hybrid,automatic,FWD,191444,3.9,76.0,19549,5,5,suv,black,5.0,,full,Turkey,4850
3280,7 Series,2008,,304,hybrid,automatic,RWD,191514,5.8,128.0,40450,4,5,sedan,silver,4.0,yes,none,Spain,760
3353,i3,2022,0.0,157,electric,automatic,RWD,38316,0.0,0.0,53820,5,4,hatchback,silver,2.0,no,full,Germany,1906
4254,1 Series,2018,2.0,153,diesel,automatic,FWD,111578,5.7,127.0,16996,3,5,hatchback,white,3.0,no,full,Italy,4042
7996,3 Series,2021,1.7,207,petrol,automatic,RWD,34121,6.7,142.0,41674,4,5,sedan,silver,0.0,no,full,Netherlands,3823
9646,5 Series,2013,2.3,159,hybrid,automatic,RWD,112254,5.2,109.0,34192,4,5,sedan,black,4.0,no,partial,Italy,4138
7009,i7,2010,0.0,478,electric,automatic,AWD,113132,0.0,0.0,116847,4,4,sedan,white,3.0,no,full,UK,3818
791,3 Series,2022,2.2,208,hybrid,automatic,AWD,17194,,116.0,41064,4,5,sedan,grey,2.0,no,full,USA,4300
7845,X7,2012,3.3,275,hybrid,automatic,AWD,300000,6.3,134.0,60397,5,5,suv,silver,3.0,no,none,USA,2593
5943,5 Series,2021,3.7,299,hybrid,automatic,AWD,28634,6.4,135.0,56504,4,5,sedan,red,2.0,yes,full,France,4164
1546,Z4,2014,2.7,223,petrol,automatic,RWD,185554,8.4,171.0,38582,2,2,convertible,silver,1.0,yes,full,Spain,3031
4716,X5,2016,4.1,354,diesel,automatic,AWD,106939,8.9,204.0,59487,5,5,suv,red,3.0,yes,partial,USA,3579
197,X1,2015,1.9,140,diesel,automatic,AWD,119767,6.7,141.0,28123,5,5,suv,blue,3.0,no,partial,USA,2832
1868,7 Series,2014,4.2,339,diesel,automatic,AWD,171436,8.7,187.0,78072,4,5,sedan,grey,,no,full,France,3472
6682,X1,2018,1.8,170,hybrid,,AWD,146192,4.0,99.0,28379,5,5,suv,silver,2.0,yes,full,Spain,137
1700,X7,2008,3.7,374,petrol,automatic,AWD,225452,10.9,237.0,61104,5,5,suv,black,4.0,no,partial,Spain,2180
3606,5 Series,2023,,278,hybrid,automatic,RWD,23687,5.0,97.0,67436,4,5,sedan,white,0.0,no,full,Spain,2128
7837,X3,2017,3.1,245,hybrid,automatic,AWD,121994,5.6,135.0,47480,5,5,suv,grey,3.0,yes,full,Germany,3177
2077,7 Series,2021,0.0,466,electric,automatic,RWD,47537,0.0,0.0,116317,4,4,sedan,silver,1.0,yes,full,UK,4367
3837,3 Series,2017,3.3,253,petrol,automatic,AWD,65438,8.4,189.0,35356,4,5,sedan,white,1.0,no,partial,Netherlands,4261
3991,X3,2011,2.8,216,hybrid,automatic,AWD,223328,5.3,111.0,29704,5,5,suv,silver,3.0,yes,full,Spain,4344
3783,1 Series,2022,2.0,235,hybrid,automatic,RWD,24686,4.9,94.0,27225,3,4,hatchback,silver,0.0,no,partial,Spain,1331
9780,X3,2021,3.3,314,hybrid,automatic,RWD,12821,5.7,126.0,57499,5,5,suv,white,2.0,no,full,Turkey,2017
6131,5 Series,2022,2.9,281,hybrid,automatic,AWD,21537,5.5,121.0,61797,4,5,sedan,red,1.0,no,full,Turkey,2482
716,X1,2014,1.8,170,petrol,automatic,AWD,161623,7.8,169.0,23164,5,5,suv,black,3.0,yes,partial,Turkey,1358
9392,X3,2020,2.4,207,hybrid,automatic,RWD,75280,5.0,111.0,52023,5,5,suv,white,2.0,no,full,France,1329
755,5 Series,2009,4.1,306,petrol,automatic,RWD,297551,10.0,228.0,29157,4,5,sedan,black,4.0,no,partial,Germany,2150
9529,X3,2013,2.3,178,hybrid,automatic,RWD,141846,5.1,114.0,38186,5,5,suv,silver,3.0,no,full,France,2122
296,7 Series,2012,4.8,413,petrol,automatic,AWD,107614,12.2,266.0,68350,4,4,sedan,black,3.0,yes,full,Germany,3981
6183,1 Series,2021,2.1,183,hybrid,automatic,RWD,61985,4.8,108.0,26357,3,5,hatchback,blue,1.0,no,full,Turkey,1252
101,3 Series,2022,2.7,252,petrol,automatic,RWD,27150,8.0,171.0,40382,4,5,sedan,white,1.0,no,partial,Turkey,3278
438,X1,2010,2.0,145,petrol,automatic,FWD,242870,7.4,176.0,15709,5,5,suv,black,2.0,no,partial,Spain,3374
3533,5 Series,2020,2.0,214,hybrid,automatic,RWD,84290,4.4,100.0,53549,4,5,sedan,silver,0.0,no,full,Turkey,2814
2956,1 Series,2024,2.8,247,hybrid,automatic,FWD,0,6.0,143.0,31296,3,5,hatchback,white,0.0,no,full,Turkey,1848
5113,7 Series,2024,,299,hybrid,automatic,RWD,5070,6.8,157.0,113877,4,4,sedan,grey,0.0,no,full,Netherlands,3037
4399,5 Series,2016,4.1,373,hybrid,automatic,AWD,57872,7.0,151.0,46561,4,5,sedan,grey,1.0,yes,full,Turkey,388
5197,5 Series,2017,2.5,275,hybrid,automatic,AWD,158320,5.3,118.0,52149,4,5,sedan,white,2.0,no,full,Germany,235
3950,X3,2022,3.2,267,hybrid,automatic,RWD,28775,5.4,118.0,61784,5,5,suv,silver,2.0,no,full,France,1077
1643,5 Series,2017,3.7,359,petrol,automatic,RWD,114404,9.9,224.0,43678,4,5,sedan,grey,2.0,yes,partial,Germany,1984
6973,X1,2023,1.6,158,hybrid,automatic,AWD,20280,4.3,81.0,45980,5,5,suv,grey,0.0,no,full,USA,4363
5863,X3,2009,2.8,272,hybrid,automatic,AWD,78270,5.8,123.0,29095,5,5,suv,silver,5.0,yes,partial,Turkey,3962
9341,X1,2022,1.6,214,hybrid,automatic,FWD,12223,4.1,97.0,50590,5,5,suv,black,1.0,no,full,UK,770
7964,X1,2014,2.5,246,diesel,automatic,AWD,139441,7.8,178.0,26456,5,5,suv,silver,1.0,yes,none,France,2165
6085,3 Series,2013,3.3,312,hybrid,manual,RWD,164785,5.6,140.0,24089,4,5,sedan,white,3.0,yes,none,Germany,673
4823,3 Series,2007,2.6,228,hybrid,automatic,RWD,300000,,91.0,11846,4,5,sedan,black,3.0,no,full,USA,249
7622,X3,2022,3.0,283,diesel,automatic,AWD,9824,7.5,150.0,64113,5,5,suv,black,1.0,no,full,USA,1574
9524,X3,2021,2.7,247,hybrid,automatic,AWD,43779,5.8,122.0,55853,5,5,suv,black,1.0,no,partial,USA,3419
8251,5 Series,2022,3.3,256,petrol,,RWD,0,9.3,222.0,62840,4,5,sedan,black,1.0,no,full,Germany,2081
5639,X5,2018,3.1,247,petrol,automatic,AWD,137607,8.6,191.0,71648,5,5,suv,silver,3.0,no,full,France,1823
4439,i4,2013,0.0,373,electric,automatic,AWD,101369,0.0,0.0,50141,4,5,coupe,black,3.0,yes,full,USA,716
3165,5 Series,2016,2.0,218,hybrid,automatic,AWD,225671,4.5,107.0,43298,4,5,sedan,black,2.0,no,full,Germany,4668
2014,X5,2015,3.4,320,petrol,automatic,AWD,197444,10.3,230.0,47835,5,5,suv,silver,1.0,yes,partial,Turkey,2048
5621,3 Series,2021,2.6,226,diesel,automatic,AWD,47752,7.7,169.0,37588,4,5,sedan,black,1.0,no,,France,4178
7276,5 Series,2008,4.0,328,diesel,automatic,AWD,265521,9.7,208.0,25987,4,5,sedan,black,5.0,no,partial,UK,2724
1860,Z4,2008,2.9,290,petrol,automatic,RWD,224837,9.6,215.0,28322,2,2,convertible,red,4.0,yes,partial,Netherlands,4521
2070,7 Series,2011,3.2,318,petrol,automatic,AWD,170112,10.7,219.0,65550,4,4,sedan,white,2.0,yes,full,Germany,1460
1003,1 Series,2014,,131,diesel,manual,RWD,205621,5.7,123.0,11865,3,5,hatchback,silver,2.0,no,full,Netherlands,1668
8984,X5,2012,4.2,339,petrol,automatic,AWD,139126,10.3,222.0,45485,5,5,suv,grey,2.0,,partial,Italy,2756
9255,1 Series,2014,1.7,206,hybrid,manual,RWD,117555,4.5,92.0,17742,3,4,hatchback,red,2.0,yes,full,USA,2000
4813,X1,2005,2.2,246,petrol,automatic,FWD,175457,8.2,176.0,17761,5,5,suv,white,,no,partial,Turkey,404
1254,X7,2013,3.6,346,petrol,automatic,AWD,65455,9.8,218.0,85518,5,5,suv,,4.0,no,partial,France,384
932,X7,2023,4.0,359,diesel,automatic,AWD,20869,9.2,198.0,123469,5,5,suv,grey,0.0,no,full,USA,4535
2651,Z4,2023,2.8,209,petrol,automatic,RWD,0,8.5,193.0,68620,2,2,convertible,black,1.0,no,full,Germany,2152
592,3 Series,2011,2.4,224,hybrid,automatic,RWD,177115,4.7,103.0,21148,4,5,sedan,silver,3.0,no,full,Germany,1633
5574,i4,2024,0.0,349,electric,automatic,AWD,28072,0.0,0.0,86586,4,5,coupe,silver,0.0,no,full,Turkey,4586
221,Z4,2024,2.3,210,petrol,automatic,RWD,0,8.4,194.0,73005,2,2,convertible,silver,,no,full,Spain,3925
